questions,answers,classes
工伤三年后确定残疾——尊敬的律师：您好！我的一位亲戚于2012年在工作中摔落致左脚矩骨粉碎性骨折，当时公报销全部医疗费，但没有申请工伤，后面一直未痊育，现在一直疼痛，不能去上班，左脚需靠拐杖走路，他为家里唯的劳动力，请问这种情况能否申请公司赔偿？年底刚在原来公司辞职。,你好！法律服务组4来为你解答。你好，劳动局没有履行职责责令用人单位按时给你发放工资的，你还可以向人民法院申请支付令，由法院依法发出支付令，用人单位应当履行支付令，未履行的，你可以申请人民法院强制执行。你也可以向劳动仲裁委员会申请劳动仲裁。相关法条：《中华人民共和国劳动法》第九十一条用人单位有下列侵害劳动者合法权益情形之一的，由劳动行政部门责令支付劳动者的工资报酬、经济补偿，并可以责令支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资报酬的；（三）低于当地最低工资标准支付劳动者工资的；（四）解除劳动合同后，未依照本法规定给予劳动者经济补偿的。第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。《中华人民共和国劳动合同法》第三十条第二款用人单位拖欠或者未足额支付劳动报酬的，劳动者可以依法向当地人民法院申请支付令，人民法院应当依法发出支付令。,未知
因工作左脚矩骨粉碎性骨折现可否申请赔偿——律师：您好！我一位亲戚，2012年因工作摔倒，导致左脚矩骨粉碎性骨折，当时公司因有买保险，有支付所有的医疗费，但没有申请工伤鉴定，以致当时没有获得赔偿。一直到2015年1月都还在该公司上班，但是其间脚断断续续都在疼，现在经医院诊断为关节炎，疼到无法去上班，需靠拐杖走路，只好辞职在家。我的亲戚今年才27岁，男，母亲60岁，都是农村户口，他没上班家里就断了经济来源。这种情况可否申请公司给予赔偿？急盼回音,你好！法律服务组4来为你解答。你好，你亲戚虽未与工厂签订劳动合同，但如果有相关证据来证实，也是可以认定你亲戚与工厂存在事实劳动关系的。在工作中遭受身体损害，是可以按照工伤来处理的，工厂没有给你亲戚申请工伤认定的，你亲戚本人或者其近亲属可以向当地社会保险行政部门申请工伤认定。工厂没有与你亲戚签订劳动合同，应当也是没有给你亲戚缴纳社会保险费，经申请认定为工伤以后，工厂应当按照法律规定，按照工伤待遇的标准给你亲戚支付相关工伤待遇。你们可以先向劳动仲裁委员会申请劳动仲裁，以确认你亲戚与该工厂存在劳动关系，然后申请工伤认定。相关法条：《工伤保险条例》第十四条职工有下列情形之一的，应当认定为工伤：（一）在工作时间和工作场所内，因工作原因受到事故伤害的。第十七条第二款用人单位未按前款规定提出工伤认定申请的，工伤职工或者其近亲属、工会组织在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，可以直接向用人单位所在地统筹地区社会保险行政部门提出工伤认定申请。第三十条职工因工作遭受事故伤害或者患职业病进行治疗，享受工伤医疗待遇。第六十二条第二款依照本条例规定应当参加工伤保险而未参加工伤保险的用人单位职工发生工伤的，由该用人单位按照本条例规定的工伤保险待遇项目和标准支付费用。第三款用人单位参加工伤保险并补缴应当缴纳的工伤保险费、滞纳金后，由工伤保险基金和用人单位依照本条例的规定支付新发生的费用。《劳动和社会保障部关于确立劳动关系有关事项的通知》一、用人单位招用劳动者未订立书面劳动合同，但同时具备下列情形的，劳动关系成立。（一）用人单位和劳动者符合法律、法规规定的主体资格；（二）用人单位依法制定的各项劳动规章制度适用于劳动者，劳动者受用人单位的劳动管理，从事用人单位安排的有报酬的劳动；（三）劳动者提供的劳动是用人单位业务的组成部分。二、用人单位未与劳动者签订劳动合同，认定双方存在劳动关系时可参照下列凭证：（一）工资支付凭证或记录（职工工资发放花名册）、缴纳各项社会保险费的记录；（二）用人单位向劳动者发放的“工作证”、“服务证”等能够证明身份的证件；（三）劳动者填写的用人单位招工招聘“登记表”、“报名表”等招用记录；（四）考勤记录；（五）其他劳动者的证言等。其中，（一）、（三）、（四）项的有关凭证由用人单位负举证责任。五、劳动者与用人单位就是否存在劳动关系引发争议的，可以向有管辖权的劳动争议仲裁委员会申请仲裁。,未知
政策性关停职工怎么安置——政策性关停小火电股份公司，职工怎么安置,你好，应该报当即建委或者请专业机构做质量鉴定查找原因之后再确定如何维权。,未知
关于无固定期合同的员工社保买断的问题——北京户口员工在内资企业已经15年以上，已经无固定期合同，企业要清算，问问是否能够要求企业买断社保医疗,你可以收集相关证据，通过法律途径来解决。必要时向公安机关报警解决。,未知
"劳动合同中另行约定工龄补贴方式是否有效——我司与公司员工每年签署一次固定期限的劳动合同,合同期限为1年。我司与员工签署的劳动合同中，第12条双方需要约定的其他事项中，明确约定“每年劳动合同期满即发放一个月工龄补贴工资，并协商是否签订新一年的劳动合同，后续不计连续工龄补贴”，该合同经公司和员工双方签字确认。请问：1、该劳动合同中的另行约定工龄补贴方式的条款是否有效？2、如有效，这是否可以作为劳动争议的免予经济补偿的证据？望复.公司邮箱:hegnxin9@gmail.com",从你描述的情况看，应该是一起合同纠纷，你可以与对方协商，要求其付清费用，在协商过程中，注意收集证据，如当事人证言，也可以把协商的过程录音，证明你所讲的事实，之后通过诉讼解决，建议抓紧时间，因为时间过长可能超过诉讼时效．,未知
癌症患者——我是中石化安徽阜阳分工司的一名普通加油工。在加油站连续工作了17年。今年5月被查出得了甲状腺癌，现在在请病假。可公司给我的病假工资每月才500-600元。根本不够我每月的生活费，更不够我治病跟吃药的钱。我去找公司，也没人管我。我该怎么办，作为世界500强的中石化。这样对待以为老职工，是不是太残忍了，能否申请法律援助帮帮我。,职工内退属于政策性规定，按当地的政策处理。,未知
"工地上班受伤——我哥在莆田正荣财富中心工地上班被弄到左手食指中指各断一节老板只赔一万该怎么办你好王律师！我哥哥26岁，在工地上班中被弄断左边食指跟中指手指无名指也粉碎性骨折手指已经各断一节多做手术住院一个星期老板就叫出院了说在工地修养也一样，我们不同意说还很疼还没有好医生也还没有叫出院,医生说最少两周才可以出院，线都还没有拆万一出院发炎怎么办,后来老板说那你不出院也可以然后医药费这些都不付了,后来我们没有办法只能跟老板借自己工资付医药费,不是我们故意赖在医院不出来而是根本不到出院时候他就说该出院是你不出院当然你自己付钱了,然后现在本月了可以出院了我们出院了他说给我哥交了人身意外保险了，叫我拿单子给他交到保险工司理赔可说我哥出事到现在保险工司都没有来看现场也没有来了解我就怕他骗我们我没有给单子给他自己要去工伤认定可劳动局说老板说对的可以出院就出院没有必要浪费那么多钱在医院里面然后不给我哥做工伤认定,现在这样情况我们该怎么办呢?,请问这样的情况在莆田应该可以评到几级伤残?大概能得到多少赔偿呢26岁本人急需尽快解决为了哥哥的事情我已经快一月没有上班了钱也花光了，今天打电话给老板他说药费他已经付了最多给一万多，说他只负责百分之三十百分之七十由我们几个老乡承担这样做法对吗？叫我哥哥去做的是一个老乡是他跟老板签合同的这样该怎么办呢我们已经跑很多部门都推来推去的我们没有怎么钱家里这么穷现在还没有娶老婆手指断了以后更难娶老婆了这样的打击对于我们来说是要命的该怎么办呢？这样情况如果请律师能赢官司吗又能赔偿多少呢希望律师能帮帮忙无一点头绪也没有了跑信访局几次劳动局去几家都没有用叫我自己去查老板公司叫怎么可是老板没有公司，叫我查发包的公司可是我问根本没有那家愿意告诉我们，现在我们走头无路了政府部门都不管我们还能去那里寻求到帮助呢让我感觉到好绝望无奈，希望律师能帮帮忙谢谢了",这样做并不合法，经济裁员应该给予相应的经济补偿金，如你们与之协商不成，可以采取劳动仲裁的方式维护自己的权利。,未知
劳动补偿——劳动合同期满，劳动者不愿续签劳动合同，劳动者可以获得哪些补偿？社会保险怎么处理,不知签订了劳动合同没有，如果有，建议向当地的劳动部门投诉。,未知
因项目停产可以要求公司解除劳动合同吗——我公司有一个纺织项目（生产服装商标），目前已经歇业停产（具体表现为：凡是今年6月30日合同到期的员工均无一人续签合同，全部走人!主要设备中有几台已经转让，其余设备均与买家谈妥近日即可运走！原材料大部分已经转卖！）。因为停产本人的工作岗位已经不复存在，为此6月28日项目的主管口头与我协商准备调动本人的工作岗位，我当时就明确答复不愿意调往该工作岗位，并要求公司因为项目停产和我解除劳动合同关系和经济补偿（按工作四年补偿四个月的工资。）但是公司方面以设备目前还在及安排来料加工整理袜子的工作为由，不愿意解除劳动合同。后来经过反复协商公司方面只愿意补偿一个月的工资。请问我能够要求公司解除劳动合同并补偿四个月的工资吗？,当然应当享受与正常工作期间的绩效工资。,未知
"在职人员离岗退养后政府变卦怎么办——我们是当地旗政府于1998年4月份将行政事业单位上班的大约200名在职人员依据当时的“分流政策”办了“离岗退养”手续，并且作了公证。可是旗政府在按照《离岗退养公证书》兑现承诺了5年后就开始“变卦”了。目前这些离岗退养人员在2003年10月份以来的多次调资中每人每月被克扣的工资在1000元以上。当问题出现后，我们离岗退养人员曾次找旗市两级政府交涉，但旗市两级政府总是以种种借口推诿，致使问题至今得不倒决。1998年当时伊盟盟委办公室，伊盟行署办室，伊党办发（1998）3号文件《伊克昭盟机关事业单位人员分流暂行办法》中指定的“离岗退养期间工龄连续计算，除基本工资按照规定比例发外，不在享受年终奖金，特殊岗位津贴，劳保待遇和单位福利，其他津贴.调资.医疗等待遇均按在职人员一样对待”使把此话给司法部们真实，每个退养人员作了“公证”。但是鄂尔多斯市2008年度《鄂尔多斯市财政局.鄂尔多斯市人事局关于2008年规范公务员津贴有关事宜的通知》中第四条第四款规定“退养人员比照退休人员发放”的指示。不到几年撇开当时的公证约定，单方违规违约，采取欺诈瞒哄的手段将我们这些国家工作人员推下工作岗位，这样的政府咋能依法行政，取信于民呢？《中华人民共和国合同法》第八条规定“依法成立的合同对当事人具有法律约束力。当事人应当按照约定履行自己的义务，不的擅自变更或解除合同。依法成立的合同受法律保护”。由此看来旗市两级政府在把这些离岗退养人员工资待遇的问题上不只是违规违约，失信于民，还是一起违反,《合同法》的行政违法案例。《法制网》编辑，我们没有办法的情况下反应我们的实际问题，只好向新华通讯社新闻媒体暴露，恳请尽快予以调查核实，为民做主，讨回公道！做出合理合法，公正严肃的处理，以免造成更大不良的社会影响。切！切！切！此致：内蒙.鄂尔多斯市.鄂托克前旗全体（98年）退养人员",您好，公司克扣或者拖延支付劳动报酬，或者未签订劳动合同，不缴纳社会保险的都不属于工伤，但作为劳动者可以向劳动部门投诉或者举报。而且您所陈述的公司的相关行为都是违反劳动合同法的。,未知
以下两个文件是否已经废止——律师同志：《中华人民共和国劳动保险条例实施细则(修正草案)》<<中华人民共和国劳动保险条例>>这两个文件是否已经废止？一次性抚恤金和救济金的涵义是什么？,这种情况你可以直接向劳动人事部门进行投诉就行了。,未知
停厂拖欠工资——老板停厂拖欠半年工资,你好！是否是工伤首先要看是不是在工作过程中受到的伤害，其次是看是不是单位指派其他任务受到的伤害，最后看是不是因为单位的利益受到的伤害,未知
我怎么要回我的钱——请问.我带资做了一个工地的扶手.空调架工程.可没订合同.可钱一直没给.我怎么要回我的钱.谢谢.,"你好!从受伤之日爱起一年内必须申报工伤,超过时间不能申报,工伤性质认定下来后在进行伤残鉴定,最后工伤待遇赔偿",未知
因搬家被子丢了怎样解决——我十一月二日让骆驼搬家公司搬了一次家结果丢了一床被子，因这床被子对我有重大意义，我应怎么办。,你好，你可以保全相关证据材料证明你的事实，向单位所在地，合同履行地等的劳动仲裁委申请仲裁,未知
没劳动合同工资银行转账单能作为证据吗——我在一家公司工作了3年没有劳动合同没有工资卡请问农商银行的转账能作为证据起诉公司吗？,你们可以向厂方、公安机关、劳动部门去投诉举报。,未知
我是否能得没离职前的工资补发——我于10月15日离职，公司有5-9月的工资补发；请问我是否能得到这补发,到单位所在地劳动监察大队请他们帮助,未知
"讨要工程款未果反被诬告诈骗——讨要工程未果反被诬告涉嫌诈骗2011-09-2706:442010年11月25日，美丽的冰城哈尔滨发生了一件令人义愤填膺的怪事----来哈打拼的农民工董希财讨薪不成却被诬告诈骗而遭到警察的强制“逮捕”。2010年9月，董希财和哥哥在刘振龙的手里分包了哈尔滨市香坊区政府开发建设的对俄贸易开发区部分工程（此工程没有任何审批手续，而且，在施工过程偷工减料）。刘振龙系轰动全国的由江泽民总书记亲自督办的发生在哈尔滨市东海龙宫洗浴中心袭警案的参与者，主犯刘金龙的哥哥（至今在押).2010年，刘振龙用不正当手段承揽了香坊区政府的工程。刘振龙本身没有任何施工资质，只是挂靠哈尔滨市第六建筑工程公司第十一分公司，区政府主任刘汉忠，刘虹明知道此情况还是将工程交给了刘振龙建设。董希财施工了两个多月，刘振龙（实际是区政府)仅拨付30万的工程款，百万余款却迟迟不给。2010年11月25日上午，董希财接到十一分公司副指挥郑秋成的电话让其到指挥部结算工程款，上午十时左右，董和几个管理人员去了指挥部，可是，他们刚进屋不久就冲进几个人用手铐将董希财反铐，并用手枪顶住脑袋强行塞进轿车拉到了哈尔滨垦区公安局香坊分局派出所进行了20多分钟的审查确认其无罪后又将董希财铐在一个小屋的暖气片上达十二个多小时，迫于压力，所长崔杰才把董放了，董出来时手腕红肿，耳后也被手枪顶破(有照片）。事后崔杰在接受记者采访时说董的伤是其自己弄的，他们手里是拿枪了，担没有开枪，开枪才叫使用枪支（）。刘振龙这一计划失败后开始玩黑的了。自2011年3月开始，所长崔杰多次授意民警李义民开警车帮刘振龙带领二十多个小弟到工地驱赶工人，黑龙江省公安厅七处退休警察杨玉江也多次手持警棍帮刘行凶打人（伤者有验伤报告）。4月25日，董希财及其工人被他们强行赶出了工地，他们还扣押了董希财的40多万元的设备，建筑材料及生活用品。董希财被赶出工地后，原来给他干五项人工的李德江在刘振龙的安排下继续施工，李德江被刘振龙收买后私刻了董公司的公章又伪造了有关材料在区政府提取了40万的工程进度款，而且，这笔款竟然在派出所交接的，所长崔杰说这事很正常。2010年02,06日，黑龙江晨报，黑龙江日报分别报道了此事，董希财也多次向有关部门反映情况，可是至今依然没有说法。董希财13313664048",你好，建议你去要求对方给你出具皮瓣移植手术不属于植皮手术的事实依据与法律依据来，否则，你就可以依法去申请工伤认定了。,未知
离职后16天受伤可找公司索赔吗——因公司不买社保于9月21号离职。{也没签劳动合同）于10月7日受伤。（动脉。筋。肌腱断。两手指受伤）可找原公司说赔偿吗？有时间期限吗？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：你所说你们单位这种做法是违法的，根据规定，单位录用职工的，应当自录用之日起30日内到住房公积金管理中心办理缴存登记，并持住房公积金管理中心的审核文件，到受委托银行办理职工住房公积金账户的设立或者转移手续。单位应当按时、足额缴存住房公积金，不得逾期缴存或者少缴。对缴存住房公积金确有困难的单位，经本单位职工代表大会或者工会讨论通过，并经住房公积金管理中心审核，报住房公积金管理委员会批准后，可以降低缴存比例或者缓缴；待单位经济效益好转后，再提高缴存比例或者补缴缓缴。如果单位存在违法行为，你可以向住房公积金管理中心举报，根据规定，违反本条例的规定，单位不办理住房公积金缴存登记或者不为本单位职工办理住房公积金账户设立手续的，由住房公积金管理中心责令限期办理；逾期不办理的，处1万元以上5万元以下的罚款。二、法条依据：第十五条单位录用职工的，应当自录用之日起30日内到住房公积金管理中心办理缴存登记，并持住房公积金管理中心的审核文件，到受委托银行办理职工住房公积金账户的设立或者转移手续。单位与职工终止劳动关系的，单位应当自劳动关系终止之日起30日内到住房公积金管理中心办理变更登记，并持住房公积金管理中心的审核文件，到受委托银行办理职工住房公积金账户转移或者封存手续。第二十条单位应当按时、足额缴存住房公积金，不得逾期缴存或者少缴。对缴存住房公积金确有困难的单位，经本单位职工代表大会或者工会讨论通过，并经住房公积金管理中心审核，报住房公积金管理委员会批准后，可以降低缴存比例或者缓缴；待单位经济效益好转后，再提高缴存比例或者补缴缓缴。,未知
劳动争议咨询——企业为了规避用工风险，2007年12月27日即《劳动合同法》实施前三个工作日，开会通知，额外支付1000元人民币，立即解除已有13年工龄职工的劳动合同。法律依据：《劳动法》第26条第3款。法定事由：职工不同意劳务派遣。企业要求必须签订劳务派遣合同，否则解除劳动合同。争论焦点：一、事由。全国人大法工委副主任、全国总工会办公厅认为违法。省、市、县、三级人民法院、县劳动仲裁委员会认为合法。1、职工不同意劳务派遣，是职工不同意解除与企业的劳动合同，那么企业就以此为由解除与职工的劳动合同。2、职工不同意劳务派遣，企业就解除与职工的劳动合同。是否符合《劳动法》第26条第3款规定。二、法律程序。法院认为程序违法不影响法律执行效力，判决2007年12月27日解除劳动合同，合法有效。1、企业额外支付1000元`人民币，解除劳动合同时间是否立即生效。即2007年12月27日。2、企业不依据《劳动法》第26条规定，一个月后（即2008年1月27日）解除13年工龄职工劳动合同，是否规避《劳动合同法》。3、企业额外支付1000元`人民币，不执行法律规定“提前一个月书面通知”，合法有效。是否与《宪法》第五条相抵触。邮箱meng.1972@yahoo.cn,应当算工伤，单位如果不配合，你们可以自己到劳动行政部门申请做工伤认定。,未知
拖欠工程款——我是个体我给某宾馆安装的排风管道我在期限内完工可是对方迟迟不付欠款~我们有合同,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：你这个表述非常简略，就土地承包产生的争议，根据规定，双方当事人可以通过协商解决，也可以请求村民委员会、乡（镇）人民政府等调解解决。当事人不愿协商、调解或者协商、调解不成的，可以向农村土地承包仲裁机构申请仲裁，也可以直接向人民法院起诉。你可以通过上述途径来解决。二、法条依据：《土地承包法》第五十一条因土地承包经营发生纠纷的，双方当事人可以通过协商解决，也可以请求村民委员会、乡（镇）人民政府等调解解决。当事人不愿协商、调解或者协商、调解不成的，可以向农村土地承包仲裁机构申请仲裁，也可以直接向人民法院起诉。第五十二条当事人对农村土地承包仲裁机构的仲裁裁决不服的，可以在收到裁决书之日起三十日内向人民法院起诉。逾期不起诉的，裁决书即发生法律效力。,未知
手机报-姨夫打工受伤如何要求赔偿——手机报用户尾号5857—您好！我想咨询一下，我的姨父在外打工，工作时被机器切伤致残，我们可不可以要求工地老板赔偿？可以要求哪些方面的赔偿？2011-10-1117:43:05内蒙古呼和浩特,只要是上班工作期间受伤，应当算是工伤。,未知
关于工厂保险补偿——我想问一下在一个工厂有七八年工龄，一直没有买保险，关于工厂保险补偿.,你好！如果你是因为单位变更地址而自己离职的，按照法律规定一般是没有经济补偿金的。但是，你可以和单位协商单位解除你的劳动关系，那么你将获得工作每满一年支付一个月工资的经济补偿金。不知道单位给你办理社会保险没有，如果没有，你可以单位没给你参加社会保险而要求解除劳动关系，单位应当支付经济补偿金。至于单位没有和签定劳动合同，对于本案来讲没有多大的影响。,未知
单位倒闭了我该咋办——我在单位干了二十年了，现在单位被政府要求停产，要盖楼。我能要求哪些钱？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析关于劳动派遣，我国《劳动合同法》中对此有专章规定，其中规定了被派遣劳动者享有与用工单位的劳动者同工同酬的权利。用工单位无同类岗位劳动者的，参照用工单位所在地相同或者相近岗位劳动者。就你所说的社会保险问题，如果用人单位没有依法为你缴纳社会保险的，你可以要求其为你补缴。二、法条依据：《劳动合同法》第六十三条被派遣劳动者享有与用工单位的劳动者同工同酬的权利。用工单位无同类岗位劳动者的，参照用工单位所在地相同或者相近岗位劳动者的劳动报酬确定。,未知
怀孕后公司强制我调岗可以拒绝吗——进入公司差不多一年半，职位是人事专员。近期公司得知我怀孕后就故意把我原来负责的工作全部分派出去，让我什么也不做，逼我辞职。看我没有辞职的打算后又决定将我调到跟原来工作完全不相干的客服部去。我不想去，请问我可以拒绝吗？还有以下几点要说明：1，当初入职时劳动合同有约定是从事“人事管理”的工作，薪资约定的是当时的基本工资，但之后的一次加薪并未有明文约定，只能提供银行的工资记录。公司现在在无法与我协商一致的情况下单方面调岗，应该是违反了原来的劳动合同。我曾提出调我去那边也可以，但要重新签劳动合同，把我的工资和福利、奖金都写明，公司也不同意跟我重新签。所以我只能拒绝。2，公司的奖金是根据绩效考核半年发放一次，因为我现在无事可做，他们现在每个月把我的绩效考核都评分很低，以此让我少拿奖金，我有什么办法可以应对？3，公司以后还可能使用哪些合法的手段逼我？我又该如何应对？谢谢大家。。,网友可依如下规定，尽快申请工伤认定：职工发生按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当在二十四小时内通知统筹地区劳动保障行政部门及其参保的社会保险经办机构，并自被诊断、鉴定为职业病之日起三十日内，向统筹地区劳动保障行政部门提出书面工伤认定申请。遇有特殊情况，经报劳动保障行政部门同意，申请时限可以适当延长。用人单位未按前款规定提出工伤认定申请的，该职工或者其直系亲属、工会组织在被诊断、鉴定为职业病之日起一年内，可以直接向用人单位所在地劳动保障行政部门提出工伤认定申请。,未知
在辞职的时候公司不退回扣押我的工资——我在一工厂做学徒工，期限为三年。但在这三年中每个月要从我月工资中扣三百元，三年期满后退还给我。我让公司给我打个证明但现在公司负责人不给打证明。如果三年期限满后，公司不退回我扣押的工资，那该怎么办呢？,你说的情况，既属于交通事故，也属于工伤事故。但对于工伤事故有一定条件的限制。,未知
如何证明假名和真名是同一个人——如何能够证明用假名的人和真实名字是同一个人？比如与单位或者个人签协议时用王刚。但是他的真实名字叫王洪刚。联系方式:yangconglio613@126.com,你好，北京田洪涛律师解答如下：根据我国《劳动合同法》第四十二条之规定，用人单位不得在劳动者孕期、产期、哺乳期解除劳动关系，否则承担违法解除劳动关系的法律责任。可以申请劳动仲裁。,未知
"手机报－公司这样的作法是否违法——手机报用户尾号5351--个税是否在餐费、社保费等相关费用达到2000元就要扣吗?如果要扣除社保费以后才扣税那被公司扣了,公司是否违法?2011-04-2104:16:46广东广州",你好！可以申请工伤认定，然后享受工伤待遇；至于劳动关系，可以找一些相关的证据证明，比如工资条、工作卡、各种证件、录音等等，都可以。,未知
公司法人涉案被抓员工工资何处讨薪——公司法人涉案被抓，公司关闭法院刚下判决书已被判刑，那员工工资何处讨呢？,你说的情形如果属于未及时足额支付劳动报酬的，你可以解除劳动合同；反之，属于违约，如果劳动合同中有责任的约定，可以按照劳动合同的约定来要求用人单位承担。解除劳动合同，不要向什么部门提出，向用人单位提出就行了。,未知
