questions,answers,classes
农民工务工受伤，施工方不解决——[cp]我父亲在重庆干绿化，抬石头的时候把脚砸骨折！现在在医院住院，事故发生后，项目部来人说可以不做手术，打石膏慢慢恢复，截止到23号，工程方来人谈赔偿，没谈成功，就断了药费，生活费，撤了护理，这会来谈，还要我们自己给医药费出院！难道就因为我们一直忍让，一而在，在而三的欺负我们弱势群体吗？,首先，对您父亲在工作中不幸受伤表示慰问！在用人单位拒绝承担相应责任的情况下，建议你方先以治病为先，并保存好就医期间的全部花费的凭证。在您父亲伤情稳定的时候，您可以通过民事诉讼维护自身的合法权益。此外，需要特别提示您的是，对您父亲受伤的事实要及时保存证据，例如报警记录等；还要保存好相关单位及其负责人的有效通讯方式，特别是个人的经常居住地或者单位的注册登记地等关键信息，以备日后维权。,工伤事故
厨房管理制度受法律保护吗？——厨房管理制度受法律上保护吗，因为有急事需要离职，但是老板不准，厨房管理制度上写了未经允许离职，工资不发，这个是受法律保护的吗？我们上班没有签合同，他们有没有违规,该“厨房管理制度”是否对员工（劳动者）具有约束力，主要看其制定的程序是否合法以及员工本人在入职时是否知晓该项制度的存在。对此类问题，举证责任在用人单位（包括个体工商户）一方。对于工资不予发放一节，即使在前述“厨房管理制度”合法有效的情况下，也涉嫌违反劳动法，应予认定为无效。,工伤事故
装修工人给装修公司干活，项目经理跑路了，工资应该问谁要——尊敬的律师您好，我是一个装修工人，给装修公司做的家装好几套，欠我20000多工资，然后项目经理年初跑路了，跑路之前说他被公司开除了，现在我们去公司要工资，公司说找项目经理，但是项目经理失去联系了，我们应该怎么办？,追讨欠薪的关键在于相关证据的收集、保存。建议您先及时收集、保存您在该装修公司工作过的相关证据以及其未支付按照一定标准应当支付的工资的证据，包括书面劳动合同（或者类似书证）、具有特定标志的工作服、装修房屋照片、工作时的照片或者视频、以往支付工资的记录（如果有银行流水凭证最好）、与项目经理的通话录音或者微信交流的记录、证人证言……您可持以上证据申请劳动争议仲裁，及时追讨欠薪。,工伤事故
无法认证的老工伤——你好，我的工伤是92年的，原单位是国企，因改制我的工伤原始档案找不着了，2001年破产工伤认证把我拉下了。现在的留守处不想管，一直在走信访。我一直在留守处找证据，我把工资台帐找出来，当年休了一年，工厂认定的工伤工资。我上人社局去了，给我准备认证工伤，可是原单位没有交工伤保险。办不了。只能找留守处，留守处的上级工信局不管。信访局也无奈。信访局让我走司法，我不想打官司，打不起，经济和精神受不了老母亲有心脏病，女儿又上高二。我真的不知道怎么办好。,司法是维护社会公平正义的最后一道防线，在当今社会，司法途径是解决争议最具权威性的渠道。人民法院为方便人民群众通过司法途径解决问题、化解矛盾，出台了一系列措施，努力让人民群众在每一个司法案件中感受到公平正义。打官司并不像您想象的那么难，相反，从立案到判决，您只需提出您的请求和理由即可，法官会依职权处理相关问题；打官司也不需要过多的经济支出，对于劳动争议案件，诉讼费只是象征性收取，且最终由败诉方承担。故建议您打消顾虑，通过严格的司法程序维护自身的合法权益。,工伤事故
劳动者实习期——实习期有4年吗！人社局答复我的实习期4年！我该如何,根据劳动合同法的规定，属于劳动关系的，实习期最长为6个月。,工伤事故
我该如何维权——事情是这样的，2016年前，某公司，从我店租赁了一批绿植花卉，当时我多次找他们签订协议，但是他们以各种理由推诿，导致始终没有协议。开始结账还算顺利。到2016年底，租赁到期后，我把花卉撤回后，再找他们结账时，他们又开始推诿。接着他们的负责人换了，我找新负责人结账时，他却以没有协议为由，不愿给钱，还说，让我去告他们。目前在我没有协议的情况下，该如何讨回欠款？谢谢！,首先，您需要收集、固定该公司曾向您的店铺租赁过绿植花卉的证据，以及其前期支付租赁费用的相关证据。其中，如果该公司是以转账、汇款等方式向您支付部分租金，则您会获得较大的主动权，因为此项资金往来的证据可以有力地证明你们之间存在租赁合同关系。然后，您即可持相关证据起诉该公司，尽快维护自己的合法权益。此案能否胜诉，关键在您收集、整理的证据。,工伤事故
因公付伤无处维权——工人上班时，右手中指断了一个指节。当时没有及时告知公司，只有主管的老板知道此事。现在，公司不承认此事，老板也只承认医药费。请问，该怎么解决,首先，对您在工作中不幸受伤深表同情，祝您早日康复！目前来看，建议您先接受老板的“医药费”，固定各项证据，特别是在该公司工作的证据，以证明您与该公司存在劳动关系。此外，还建议您尽快起诉该公司，一方面是为了尽快维护自己的合法权益，获得各项损害赔偿，另一方面是为了避免诉讼时效的经过以及证据灭失的风险。,工伤事故
劳动工资纠纷——我和朋友2017年10月份在广东某公司干活，前两个月工资还勉强算能到位，结果到12月份，包工头和公司分包发生分歧，最后导致我们的工资被他们拖欠不发，请问我可以怎么办？,遇到此类拖欠工资的情况，应当具有极强的“证据意识”，即要及时、充分、完整地保存相关证据，以证明劳动关系的存在以及工作时长等重要事实。建议您先收集、保存以往发放工资的工资条（或者打印的银行流水凭证）、书面劳动合同、工作服、单位的进门卡、工作照、谈话录音（或者电话通话录音）等证据。在证据固定后，可以向当地劳动监察部门投诉用工单位，也可以申请劳动争议仲裁。,工伤事故
劳动合同到期了公司既不通知续签合同也不提出解除合同——劳动合同到期了公司既不通知续签合同也不提出解除合同，还一直给安排工作。2011年入职签署的合同是三方派遣合同，一年后2012改签了公司正式合同，为期三年，三年后续签了合同，为期还是三年，合同期限应到2018年4月30日止，自2018年2月两次询问过我是否续签均，我两次均给予同意续签合同的回答，结果合同日期到期后依然没有人力部门联系签合同，公司与我同期的同事均已续签完成，感觉公司是想让我主动提出离职以减少赔偿，并且我从入职开始到现在七年间都没有休过年假，公司也没有任何表示,劳动合同到期的，用人单位最迟应在劳动合同到期后的一个月内与员工续签劳动合同，如果超过一个月的，用人单位应当向劳动者支付双倍工资。,工伤事故
入职某公司后觉得与入职前说法不符，提出离职产生相关费用怎么办——你好，今年三月份我在西安找了一家通信行业的小公司，在面试之前和面试时他们说都是自己的项目，并且不收取任何费用（在这家公司之前我也找过其他公司，但要交1万元的项目费），所以决定入职。但在入职时除了签订劳务合同之外，他们又拿出一个培训协议，里面有一条说是必须干满6个月，否则得向公司缴纳培训时产生的6800元流量费。满6个月由公司承担。培训了4天后，我们五人来到了广州项目，但在这里除了我们五人没有公司其他人，我们住的是别的公司宿舍，后来我才了解我们是广州这边公司的外聘人员。所以我怀疑西安公司在这边没有项目。就在最近我提出月底离职，西安那边说项目合同就在公司，让我去看。并且说第三方外包项目，出现这种外聘是很正常的。所以我说没项目的理由也就不成立了。但他同意离职，但必须等西安那边派人过来交接项目，否则项目损失由我承担，大概15天左右。我能不能提前走？该不该由我承担？因为我还有别的事。并且这一个月和接下来的工资可能都拿不到手，还要给他们6800。我该怎么办？,你好，如果是已经转正的话，离职需要提前一个月通知用人单位办理辞职手续，所以最好不要提前走。关于这段时间的工资公司无理由可以不发放，如果公司不发放，可以向劳动争议仲裁委员会申请仲裁解决。另外，既然双方签订了培训协议，根据法律的规定，如果你没有干满约定的服务期，是需要缴纳单位所提供的培训费用的。,工伤事故
被公司反聘，签订了无固定期限劳动合同，公司辞退我，需要赔偿吗——在一家公司工作了7年，公司没给买社保，去年年满52岁（女性），与公司又签订了无固定期限劳动合同，今年公司以我洗过退休年龄为由要辞退我，我没有社保无法享受退休福利，公司需要赔偿我吗，劳动合同上有规定要赔偿的条款,根据《中华人民共和国劳动法》、《中华人民共和国劳动合同法》、《中华人民共和国社会保险法》等法律以及相关司法解释，公司应当为您补缴社会保险费用，如果不能补缴，应当给予补偿。,工伤事故
员工编制——现为某银行正式员工，因为最近有一项业绩未达标，该银行管理者说是要将本人从正式员工改为非正式员工，请问该银行负责人做法合法吗？我该怎么办呢？谢谢！,根据《中华人民共和国劳动法》、《中华人民共和国劳动合同法》以及相关司法解释，您有权要求其出示做出相关决定的依据，包括员工管理规章、等级评定标准等。如果其不能出示或者拒不出具相关依据，您可以通过劳动人事争议仲裁维权。,工伤事故
试用期辞退——在试用期内（试用期六个月已经工作四个月）因为公司缩编，本人无过错，公司想让我辞职，我应该向公司提出多少补偿金？,你好，如你同意协商解除劳动合同，建议你要求一个月的工资。以上解答仅供参考！,工伤事故
单位应该为我缴纳养老金吗——你好，我是一名1992年城镇退役士兵，按照政策安排工作。1994年到我县建筑公司工作，后因待遇太低1996年离职，（当年上班未签劳动合同，离职也未解除劳动合同）。一直到现在。从离职后单位就没有给我缴纳养老保险金。我就想问，单位应该不应该为我缴养老金呢？,你好，缴纳养老保险的前提是存在劳动关系。由于你已于1996年离职，故，你要求单位缴纳养老金的请求，单位同意的概率较小。但由于你系退役军人，你可以尝试要求相关部门对你进行二次安置。具体事宜请与当地有关单位联系。以上解答仅供参考！,工伤事故
"因工作摔倒，不算工伤么？——你好，想向你咨询一个事情，目前我不清楚该找谁有用。我父亲年前12月29日因工作中摔到后脑，抢救过来了，可是目前生活不能自理。语言谈吐不清，今年3月5号医生说可以出院，可是找到厂里，却只给出医药费，可是我父亲目前生活不能自理，还需一个人照顾，也不清楚能否回复正常，我想请问一下我该找什么部门处理这件事。这算不算是工伤,谢谢谢",你好，在工作过程中因工作受伤，属于工伤。,工伤事故
到公司面试不成功，要求我们赔他工资，上诉没地方去——我们公司有个人来面试，没通过，就去劳动仲裁告我们，说我们不给发工资，劳动仲裁判决当天我们经理没有拿委托书过去，导致我们失败，我们不服判决申述去中级人民法院，中级人民法院说，劳动仲裁程序没有问题，他们不受理，请问我们应该怎么办？,你好，面试不成功就不会上班，也不会产生工资，申请人就没有上班的证据，按说不会输。对仲裁不服，在15日内向法院起诉，也不会直接到中院，建议捋顺程序，积极应对。,工伤事故
无故提前被辞退——爸爸外省打工十年，老板从来没有签合同，也没有交保险，每年底一次性打款作为工资，今年过年回来没有提前通知的情况下突然辞退他，不要他去了！根据劳动法，我爸应该得到什么补偿？,可也与当地劳动保障部门联系或者直接去法院起诉,工伤事故
单位以公司账面不平，扣除我父亲的丧葬费，合理吗？——关于劳动仲裁的问题。我父亲是单位会计，突发意外去世，当天总公司来录像查账。现在丧葬费等补助已到账单位，总会计来查账录像，说账面上刚收了票款收据写的三万，现在单位以现金少3万为由要求扣除3万。请问我该怎么办。是答应呢还是进行劳动仲裁？,可以考虑同公司协商处理，如你的诉求合法合理，公司不同意协商的，可以劳动仲裁。,工伤事故
私企6年没合同没社保期间本人重病，公司老板分家应该仲裁哪公司——劳动纠纷详情报告因公司未交社保本人辞职已7个月，现想申请劳动仲裁，但有几点疑问，1、我大学毕业就为H老板工作近6年（2012年3月～2017年6月），月薪4000元，未签合同，未买社保五险，未签离职协议，（个人买社保医疗险）。2、年年催促老板买社保，签合同，再三被H老板拒绝（有微信聊天截图为证据）。3、H老板的公司合伙人换过一次，但我上班工作地点没变，也一直是H老板私人银行卡发工资。4、A公司于2015年12月和H老板分家。（H老板不是A公司法人，是总经理。）5、B公司于2015年3月成立，H老板是B公司法人，工资依然是H老板私人银行卡发放。6、等于本人在A公司工作3年9个月。在B公司工作1年6个月。7、在2013年，工作天天出差，朝6晚12，没有周末没有休息天。本人累出慢性肾炎，做过手术活检，有慢病本。手术，治疗费用一切自费。因公司没买社保，如何追偿？现申请仲裁有以下几点疑问：1、不签劳务合同，双倍工资赔偿，是否时效已过？2、补交社保，但自己以自由职业者一直在缴纳个人医保（每月200多元。）是否5年多社保无法补交进社保局？补交社保基数怎么计算？补交社保，公司是按三险？还是五险补交？3、申请经济补偿金。向两家公司怎么申请？4、本人辞职原因，口头上跟H老板说是，因为补缴社保。没有提出书面申请。5、一直为H老板工作，办公地点也没变，是否该起诉A、B两家公司？可以一起起诉H老板个人吗？6、A公司法人有很多官司，已列入失信黑名单，有钱，但是不履行任何赔偿。起诉A公司是否无效？7、A、B两家公司营业执照地点是天山区。办公地在沙区。我在天山区仲裁，会被提出管辖异议。可否在沙区仲裁？8、如果仲裁得不到赔偿，下一步可以怎么办呢？9、本人得慢性肾炎，因公司没买社保，治疗费用如何追偿？万分感谢！2018年2月28日,①未签订劳动合同的赔偿请求权的仲裁时效自劳动者知道或者应当知道其权利被侵害之日起计算；②能否补缴取决于您所在统筹地区的具体政策，如果能够补缴，按过往五年的基数缴费，补缴三险具有实际意义；如果不能补缴，可要求单位给予补偿；③经济补偿金可以向实际工作过的两家公司主张；④建议对辞职原因补充证据，以便维权；⑤可以起诉两家公司，注意收集证据，不必起诉H老板个人，但可以将其列为第三人；⑥起诉A具有相当重要的意义，执行不是此阶段需考虑的问题；⑦可以在沙区申请劳动争议仲裁；⑧如果对仲裁结果不满，可以向人民法院提起民事诉讼；⑨治疗费用可以要求公司补偿。,工伤事故
劳动合同和实际工资的参考标准——求职时人事答应6000元/月，到岗后签订合同上写的是2000元/月，实际支付的工资实际是2000元(基本)+4000元(绩效)；请问如果发生劳动纠纷或发生裁员，工资计算会按照哪个标准来执行呢?,根据法律规定，劳动合同法第四十七条规定的经济补偿的月工资按照劳动者应得工资计算，包括计时工资或者计件工资以及奖金、津贴和补贴等货币性收入。由此可见，应按实际货币收入计算。,工伤事故
空白劳动合同签名后如何确定试用期？——你好：2017年我在一单位工作4个多月，至12月31日单位以试用期不符合录用条件为由与我解除劳动关系，入职时单位只要我在空白的劳动合同签名后收回，并没给本人一份。现单位声称与我签订了3年28天的合同期，请问：能否以单位欺诈，剥夺本人的协商权利为由，申请劳动仲裁确认所签订的劳动合同的合同期限或试用期条款无效呢？,你好，依照劳动法的规定，用人单位需要承担你不符合录用条件的举证责任。实践中除了少数管理规范的用人单位外，用人单位证明有一定的困难。建议你提起劳动仲裁，要求确认对方违法解除劳动合同。若对方无法证实你不符合录用条件，你将胜诉。以上解答仅供参考！,工伤事故
辞职——你好，我现在是酒店前台接待员，因今年3月份没带带孩子必须辞职你好，我现在是酒店前台接待员，因今年3月份没带带孩子必须辞职，已经在今年2月5号到人事部递交书面逞辞，现在快一个月了，前天问一下部门负责人说：“按照规定提前三十天辞职后批不批我走？”负责人说：“要再做完3月份才能批。“但我必须要3月离开酒店。请问我可以怎样解决,劳动合同法赋予了劳动者解除劳动合同的权利，法律规定你只要提前30日通知公司即可，不需要公司批准，你只要履行了自己的义务，公司无权限制你。,工伤事故
农民工讨薪遇到赖子怎么办？——我是一名大学生，父母都是工人。事情是这样的，我的爸爸在很多年前给一个同姓男老板打工，由于都是同姓，而且我家很多亲戚都给他打工，所以没起那么多戒备心，就没有打欠条5000余块钱，之后这个老板就开始玩起失踪，不认账。我们的亲戚也都没有要回来钱。虽然现在说工钱不多，但是在当年也是挺多的，而且也是我爸爸的血汗钱。而且最近这个老板在过年期间，打着过年的幌子来我家拜年，让我一家人都不得安宁，问他要账还死不认账，欺负我家人老实，我想咨询下各位律师，有没有办法要回属于我家的工钱，难道这种无良老板无法无天了么？,根据《中华人民共和国民法总则》、《中华人民共和国民事诉讼法》等法律规定，如果您父亲的债权没有经过诉讼时效，且能够提供证据证明债权的存在，即可以请求人民法院判令对方承担债务。根据《最高人民法院关于民事诉讼证据的若干规定》，您可以搜集录音录像、证人证言等书证以外的其他证据证明债权的存在。,工伤事故
如何才能拿到劳动补偿金——们是一批在私营企业工作的员工，工龄已都在10年以上了，现在的单位因为经营不善要关门了，然后单位里的几个股东又跟别人成立了一个新公司，股份只占30%，从事的经营活动也是原来公司一样的，原单位的意思是让我们员工直接过渡到新公司去，但是我们现在当心的是万一我在这个新单位干了几个月你又不要我，把我辞退了呢？那我在原单位的十几年工龄不都白白没用了吗？如果现在我们不同意去新单位，原单位是不是有义务要补偿给我们N+1年的辞退金（几年补几个月的工资）？,你好，法律服务组3来为您解答问题：劳动者可以要求经济补偿金。《劳动合同法》第四十四条有下列情形之一的，劳动合同终止：(四)用人单位被依法宣告破产的：(五)用人单位被吊销营业执照、责令关闭、撤销或者用人单位决定提前解散的：《劳动合同法》第四十六条有下列情形之一的，用人单位应当向劳动者支付经济补偿：（六）依照本法第四十四条第四项、第五项规定终止劳动合同的；（七）法律、行政法规规定的其他情形。《劳动合同法》第四十七条经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。劳动者月工资高于用人单位所在直辖市、设区的市级人民政府公布的本地区上年度职工月平均工资三倍的，向其支付经济补偿的标准按职工月平均工资三倍的数额支付，向其支付经济补偿的年限最高不超过十二年。本条所称月工资是指劳动者在劳动合同解除或者终止前十二个月的平均工资。,工伤事故
农民工讨薪。——地点，吉林白城新区。自2017年2月至2018年2月，一百多名农民兄弟在白城新区鹤鸣湖绿化，植树，种草，栽花，养护。工程项目部中邦园林景观托欠我们工资150多万元。春节前，讨要无果。劳动部门，信访部门说，离年太近，時间不充足，沒有农民工工资抵押金，新区政府得2018年5月份给中邦园林景观拔款。眼下，大多民工即将干活，没有时间讨薪，十万火急。,根据《中华人民共和国劳动法》、《中华人民共和国劳动合同法》等法律法规之规定，建议你方保存相关证据，可以委托一至二名代表（可以是家属）就欠薪问题及时维权。,工伤事故
窃取知识作品——窃取知识作品,你好，法律服务组3来为您解答问题：企业遇到侵犯自主知识产权情况，拿起法律武器合理维护自己的权益不失为最直接有效的措施。在知识产权维权方面，我们一般采取以下的步骤：首先，请专业的人员对疑似侵权产品与授权专利的技术方案进行简单的比对，以确定疑似侵权产品是否落入专利的保护范围；其次，需确定侵权主体并进行调查取证工作，即以普通消费者的身份向侵权产品销售商购买侵权产品并公证购买过程。这也是目前知识产权侵权领域采取的主要取证方法之一，这种取证方法不但符合法律的规定，在各级法院的认可程度也比较高，除有相反证据推翻公证的事实外，法院均予认可。前面的准备工作完成以后就可以向有管辖权的法院起诉了。,工伤事故
劳动纠纷——公司没和我签劳动合同，也没有缴纳五险，怎么申请赔偿，需要哪些证据,你好，法律服务组3来为您解答问题：根据我国劳动法律相关规定，用人单位在当月内必须与劳动者签订劳动合同，如果未签订，从次月起双倍支付工资，并且可以一直领到第二年，就是共有11个月的双倍工资，超出一年的每一年补偿一个月。按照你的情况应该是12月中旬算起，至辞退之日的双倍工资。你可以直接向老板提出，如果他不同意，才向劳动局反映，但是要出具工作的凭证，例如工牌，工资条等等。,工伤事故
