questions,answers,classes
老板不发工资反而说我们诈骗该怎么办——本人老爸好几年前去做装修.后来老板跑了最近才找到.现在去要工钱老板说付清了.但是我我们没拿到钱.然后知道了老板开了个店。我老妈去买了他店里东西付了定金签的名字不是本人的名字没。后来那个老板说我们签的名字不对现在告我们诈骗。我要怎么办,初步分析，应该是构不成诈骗，原因是之前老板欠你家的工钱。建议是走法律诉讼解决，警方应该是不会以诈骗罪立案侦查的,辞退解雇
拒不支付劳动报酬罪，能否刑事自诉？——案由：人力资源和社会保障局向某公司下发了《劳动保障监察限期改正指令书》，责令支付工资，但某A公司仍逾期没有支付，拒不执行指令改正。欠薪期间A公司与另一家B公司存在房屋租凭关系，有固定的租金收入，但A公司的法人代表及实际负责人多次恶意抽调公司租金转移财产，以逃避的方式拒不支付申请人的劳动报酬（2018年8月收取的最后一笔租金没有转移成功，被人民法院强制执行）；公司员工多次联系均联系不上公司负责人。属于主观上拒不支付薪酬，客观上存在有支付能力的情况。依据《中华人民共和国刑法》第二百七十六条之一第一款、《最高人民法院关于审理拒不支付劳动报酬刑事案件适用法律若干问题的解释》第二条第（一）项、第三条第一款第（二）项、第（三）项、第四条的规定，该A公司及法人代表已涉嫌犯拒不支付劳动报酬罪。根据最高人民法院、最高人民检察院、人力资源和社会保障部、公安部《关于加强涉嫌拒不支付劳动报酬犯罪案件查处衔接工作的通知》（人社部发〔2014〕100号），涉嫌犯拒不支付劳动报酬罪的，人力社保局应当及时移送公安机关立案侦查。但人力社保局的答复：A公司及法人并不涉嫌拒不支付劳动报酬罪，一是虽然联系不上本人，但能联系上委托人，委托人应对积极，并不认为A公司法人失联，以及逃逸；二是转移财产的事情，监察大队没有权限调查，故不能将案件按涉嫌犯拒不支付劳动报酬罪移交公案局处理。A公司员工带着材料直接去公安分局报案，公安分局的答复：只受理人力社保局移送的案件，不受理个人报案申请。请问，上述情况公司员工可以去法院申请刑事自诉吗？谢谢！,人民法院直接受理的自诉案件包括：（一）告诉才处理的案件：⒈侮辱、诽谤案（刑法第二百四十六条规定的，但严重危害社会秩序和国家利益的除外）；⒉暴力干涉婚姻自由案（刑法第二百五十七条第一款规定的）；⒊虐待案（刑法第二百六十条第一款规定的）；⒋侵占案（刑法第二百七十条规定的）。（二）人民检察院没有提起公诉，被害人有证据证明的轻微刑事案件：⒈故意伤害案（刑法第二百三十四条第一款规定的）；⒉非法侵入住宅案（刑法第二百四十五条规定的）；⒊侵犯通信自由案（刑法第二百五十二条规定的）；⒋重婚案（刑法第二百五十八条规定的）；⒌遗弃案（刑法第二百六十一条规定的）；⒍生产、销售伪劣商品案（刑法分则第三章第一节规定的，但严重危害社会秩序和国家利益的除外）；⒎侵犯知识产权案（刑法分则第三章第七节规定的，但严重危害社会秩序和国家利益的除外）；⒏刑法分则第四章、第五章规定的，对被告人可能判处三年有期徒刑以下刑罚的案件。本项规定的案件，被害人直接向人民法院起诉的，人民法院应当依法受理。对其中证据不足、可以由公安机关受理的，或者认为对被告人可能判处三年有期徒刑以上刑罚的，应当告知被害人向公安机关报案，或者移送公安机关立案侦查。（三）被害人有证据证明对被告人侵犯自己人身、财产权利的行为应当依法追究刑事责任，且有证据证明曾经提出控告，而公安机关或者人民检察院不予追究被告人刑事责任的案件。,辞退解雇
孕期遭辞退——我单位欲辞退我，但我现在要是孕妇，在得知我是孕妇后，又不想辞退我让我自动离职，想求助一下,根据《劳动法》第二十六条有下列情形之一的，用人单位可以解除劳动合同，但是应当提前三十日以书面形式通知劳动者本人：（一）劳动者患病或者非因工负伤，医疗期满后，不能从事原工作也不能从事由用人单位另行安排的工作的；（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；（三）劳动合同订立时所依据的客观情况发生重大变化，致使原劳动合同无法履行，经当事人协商不能就变更劳动合同达成协议的。以及第二十九条第一款第三项规定：劳动者有下列情形之一的，用人单位不得依据本法第二十六条、第二十七条的规定解除劳动合同：（三）女职工在孕期、产期、哺乳期内的。你要看看你的情况符合哪一种。,辞退解雇
劳动纠纷——律师您好，我单位辞退一名临时工，已付工作9年的补偿，只是当初签了个协议，我认为不公平。请问现在能否撤销或找法院调解？或还可以怎样处理？谢谢,只要没有超过1年的，就可以到法院立案起诉就可以撤销的。,辞退解雇
拖欠工资——2018年3月入职工资每月5000公司押1000实发40002018年7月10申请离职，公司已同意离职，离职日期2018年8月10日，公司2018年7月31日将我在公司除名、停止发工资，2018年8月1日我仍然在工作，2号回公司报道得知已经被公司除名，截止到目前为止公司尚未结清我的工资，入职转正没有签订劳动合同，有效证明文件；工牌，聊天记录，通话录音，照片，工资转账记录,可直接申请劳动仲裁要求公司支付拖欠工资；也可先向劳动行政部门投诉，由其责令公司支付拖欠的工资，如逾期仍未支付，可凭有效证据申请劳动仲裁，并要求经济补偿金。,辞退解雇
请问劳动仲裁对我有多大的帮助——我5月20日面试步行街管理执法协管员跟我说工资1800+公益性岗位津贴工资有2300左右的样子22号上班，到月底开会说试用期3个月1600.试用期过后我见财务还发1600找领导反映领导说要试用期过了要加工资了，然后他们商量后又开会说工资在1900~2000之间，后我发现财务造的1800找领导反映领导说5年后才有2300我就说与面试不符我就辞职，写辞职报告10月1日离职他们28号就让我走了，试用期没有发放工资，到8月20多号才发1450元说是扣了押金2000，还有一个是服装款的百分之30，现在未退换一分，合同是6月1日至12月，请问我有机会拿回我未发的吗,申请劳动仲裁可以拿回来的。,辞退解雇
离职后，原单位不退还我在职期间取得的证书——我离职了，但是原单位不退还我在原单位工作期间取得的职称证，还有一些岗位从业证书，我该怎么办？,你好，建议向当地的劳动监察大队举报。由劳动监察大队责令退还。,辞退解雇
请问“教育培训服务”是否属于消费者权益保护法和产品质量法的保——具体情况是，本人想出国做海乘。通过中介公司和船方的面试后，该劳务派遣单位要组织培训3个月，个人缴纳培训及派遣费用1万余元。然而培训结束后，船方还有一次定岗测试。测试中，面试官各种卡拦，合格率40%导致不能安排工作。为了上船工作前后投入1年时间，数万元前。因此，本人想是否可以以对方“提供的教育培训产品质量问题”、“虚假宣传”唯由提出诉讼，要求20倍赔偿？,您的想法于法无据，很难获得人民法院的支持。您所介绍的情况属于订立服务合同，此合同在性质上属于“民事合同”，不应适用“消费者权益保护法”，更不能适用“产品质量法”。此类培训服务如果没有明确承诺保证参加者（应试者或者求职者）通过相关考试（测试），则参加者无权主张其行为构成违约；如果培训服务的提供者事先已经明示不保证参加者必然通过相关考试，则其已然免除了可能的民事责任。,辞退解雇
"不给我买社保，还在我离职后把我的信息给别的公司去偷税漏税，——你好，我有两个问题想咨询：1.我在上家公司离职以后，上家公司把我的身份证个人信息拿给其他公司去抵税，属于偷税漏税那种，我好怕他们以后还会拿我的个人信息去干违法的事情。2.我在上家公司工作一年，前几天去查了社保，上家单位并未给我购买社保，我现在离开那家公司大半年了，现在问他他说没有我的个人信息买不了，但是，他能把我的身份证个人信息给别人，去偷税漏税，怎么会没有我的信息去买社保，并且我在公司多次跟我的直属领导说要买社保，再说，公司就有义务给员工买社保的，以上两个问题,我要怎么保护我的个人权益，和个人安全呀？",你好！对于上家公司滥用您个人信息的情况，您可以向相关税务主管部门举报，并将您维权的过程以有形的证据保存下来。对于上家公司未依法为您缴纳社会保险一节，您可以向当地劳动监察部门投诉，并要求其补缴；如现已不能补缴，则该公司须给予您适当的赔偿。,辞退解雇
被单位辞退后一无所有——你好，我以前是医疗全额事业单位的员工，1994年毕业后参加工作，期间停薪留职五年，2014年单位要求我回单位上班，没回，单位就开除我公职！从未给我交过养老保险，请问我能追求经济补偿吗？,你好，法律规定，劳动争议申请仲裁的时效期间为一年。仲裁时效期间从当事人知道或者应当知道其权利被侵害之日起计算。从你讲的情况来看，已经过了时效了。不管怎样，建议申请劳动仲裁试试看吧。,辞退解雇
索要农民工工资——我在贵州省铜仁市某工地工作，现在工地已经结束了，迟迟要不到工资，希望得到法律援助,你好，你可以到铜仁市司法局下属的法律援助中心申请。以上解答仅供参考！,辞退解雇
新公司入职休年假——累计工作两年，刚入职新公司三个月，能申请休年假吗？,您好，法律服务组7为您解答。根据我国《企业职工带薪年休假实施办法》第三条、第四条、第五条规定，职工连续工作满12个月以上的，享受带薪年休假（以下简称年休假）。年休假天数根据职工累计工作时间确定。职工在同一或者不同用人单位工作期间，以及依照法律、行政法规或者国务院规定视同工作期间，应当计为累计工作时间。职工新进用人单位且符合本办法第三条规定的，当年度年休假天数，按照在本单位剩余日历天数折算确定，折算后不足1整天的部分不享受年休假。但是，现实情况下，我国各个单位都是以在本单位工作时间的长短来计算的。建议您咨询单位以获得更明确的答复。,辞退解雇
怎样维护自己合法权益——你好律师，我曾是事业单位下设公司的员工，后来当地成立了国资委，把我们划拨到建投集团里，我们财务一直没有独立的财会，后来集团里面的一个测绘公司托管我们这个公司，期间建投集团董事长变动，又把我们划拨给集团的另一个物业公司来托管，物业公司给我们成立中介公司让我们自己出去揽活，不想全额发工资说我们账面上快没钱了，我们自己由于没有财务不知道我们自己的资产到底有多少，因为我们有固定资产可以出租，还有在其他企业投资的股份都算在内应该够用的，现在我们这部分员工该怎么办呢,您好，从您的表述中，我们只能大概了解一些有用信息。根据我国《劳动合同法》第34条，用人单位发生合并或者分立等情况，原劳动合同继续有效，劳动合同由承继其权利和义务的用人单位继续履行。您是有权通过法律手段维护自身利益的。详情欢迎到（或致电）北京继来律师事务所咨询。,辞退解雇
职工被强制强迫清退——法制工作人您们好！本人原是税务局职工，九三年参加工作，九四年税务内部机构分设按当时省局和省政府共同下发的文件符合被分到县国税局，后县国税让做出不合理的配合后被强制强迫把我们清退！我本人有往纪委和信访微信电子平台反映如实问题，就是问从九三年到二00一年的临时工和天工的为什么摇身一变公务员？我们符合省局和省政府共同下发的文件的人员为什么被清退？就这些我有触犯哪条法律吗？我该怎样才能处理好这件事？怎么样才能得到公道还我公平？盼回,如果您与该税务机关存在劳动合同关系，那么在符合相关法律法规的情况下，“清退”即为我国劳动法、劳动合同法上所称的“辞退”。这一类劳动争议（也可能是人事争议）主要从“合法性”与“合理性”两方面加以评价。从以往类似案件的处理经验来看，用人单位一方往往能够提出法律和事实依据，例如“裁减人员”，因此劳动者一方通常要接受现实。,辞退解雇
社会保险缴纳和工资支付问题——你好，我是西安市一家企业的员工。我们公司为我们缴纳五险一金。但我有4个问题需要咨询。一、公司规定：全年事假在5天（含5天）以内时，公司承担社保费用等，超过时公司不再承担社保费用，全部由个人承担，由公司从本人当月工资中代扣代缴。请问是否合理，请给予明确解答。二、公司规定：全年病假在5天（含5天）以内时，公司承担社保费用等，超过时公司不再承担社保费用，全部由个人承担，由公司从本人当月工资中代扣代缴。请问是否合理，请给予明确解答。三、公司考勤制度规定：请事假和病假期间没有基本工资、绩效工资。请问是否合理，请给予明确解答。四、我最近请病假将近1个月，之前请假累计已超过5天，公司现在要求我自己承担7月份请假期间的所有社保费用，也就是说：7月份给我发的只有一天的基本工资（7月份我中途上了1天班），除此之外，我个人需要承担7月的所有请假期间的社保费用，包括公司缴纳的部分，算下来我欠公司两千多元。公司对于我7月份的工资和社保的结算是否合理，请给予明确解答。,以上四种情形中，该公司的做法均涉嫌违法。根据《中华人民共和国社会保险法》，用人单位应当按照国家规定的本单位职工工资总额的比例缴纳基本养老保险费，记入基本养老保险统筹基金。根据《企业职工患病或非因工负伤医疗期规定》，您可享有相应的医疗期。,辞退解雇
工伤申请、鉴定、赔偿——7月2日在佛山工地上支撑模板时踩空坠落受伤，8月1日出院全休3个月。去年在佛山、成都、山东临沂支撑模板，今年在海南和现工地支撑模板。完工后包工头或公司以现金或转入银行卡结清工资，现这工地上借生活费是公司统一打入为员工办理的工行卡，流水显示为工资，公司名称不全，应是挂靠外省的建筑企业。咨询这种情况本人工资如何计算？企业机读信息在佛山行政中心打不出来，在国家企业信息公示平台或天眼查打印出来的可以作为申请工伤的材料吗？现阶段公司或包工头不拿钱去复检和不借生活费怎么办？出院报告是两周复检。谢谢！,你好，国家企业信息公示平台可以作为有效材料的。,辞退解雇
我与公司的履行职务官司——我想咨询一下公司与我签订的劳动合同全部在公司里，我是公司的业务人员去年出差公司要求我们业务员开车谈业务效率高还可以多带公司样品给客户看，期间出了车祸把人给撞了。现在公司不承认我是公司员工，也只拿出来2018年的劳动合同而且2017年的不拿出来给法院，现在能证明我是公司员工的同事也不让出庭我要怎么办才可以拿到证据？,事实上存在的劳动合同关系亦受法律保护。对于您现在遇到的问题，建议您通过其他证据证明您与该公司之间存在劳动合同关系，比如公司支付工资的银行流水凭证，2017年全年的工资条，社会保险缴费记录，出入公司的门卡等等，只要能够形成完整的“证据链”，认定您与公司之间存在劳动合同关系并无障碍。,辞退解雇
关于正常上班后学校要求值班的问题——我是广州一卫生类高职院校的职工，现在我校在近郊的地方新设立了一个校区，因为是初设，所以只安排了一个专业2个年级共2个班的学生进入学习。在该校区各部门都基本上派驻了一个人作为常驻人员进行日常教学活动保障。现在学校要求每个部门在该校区常驻的员工都要在下班在该校区进行每周一晚的总值班任务，请问个人能否拒绝这样的值班安排，如果学校根据所谓的学校管理制度对员工进行行政处罚，能否申请仲裁。,您可以申请仲裁，但未必得到支持。谢谢,辞退解雇
法律援助——我是一级残疾人我老公受到不法侵犯我可以申请法律援助帮我老公打官司吗？,你可以到当地县级司法行政部门申请法律援助，他们会告诉你如何办理司法援助，如果你符合法律援助条件，他们会指派法律援助律师为你提供法律援助。,辞退解雇
拖欠工资，偷税漏税的奸商。——工资不给，要钱时候找诸多借口，两个月没发工资了，一要钱就耍臭无赖，还恐吓我们。怎么办？,不要有过激行为，你们可以先行协商解决，也可请求人民调解委员会调解解决，不能达成一致意见，可以向劳动人事部门反映，也可通过劳动仲裁解决。保存好证据，问题总能解决的。,辞退解雇
"法律问题——请问:""试用期不合格""这句话，适用于《劳动合同法》第三十九条第几项法律规定？",劳动者在试用期间被证明不符合录用条件的，用人单位可以解除劳动合同。这一规定源自《中华人民共和国劳动合同法》第三十九条第（一）项。,辞退解雇
我爱人撕了申请书又粘好，单位开除我，合理吗？——律师您好！我是残疾职工，2006年单位改制，由于当时网络不发达，我不知道有【吉林省实施《中华人民共和国残疾人保障法》办法】这个文件，被单位领导用欺诈诱骗的手段，致使我下岗。06年单位搞全员买断，全体员工都写买断工龄申请书和解除劳动关系申请书，领补偿金，在竞争上岗，我不同意，毕竟不如健全人有优势，又不了解当前的政策是对残疾人有利，在不知情的情况下，也和其他员工一样，写了申请书，领了补偿金，由于不同意下岗，所以，在报请劳动局的解除劳动关系的本人签字处，我不签字，是别人签的我名字。后来我看其他员工上班，我去找，要求上班，可是就不让我上班。为什么其他人能上班？为此事我不计其数的找单位领导要去上班，好话说了不知多少，就是不让，也不跟你讲理，找次数多了，他烦了，有一次险些被打，骂我“滚出去”，过一段时间后，我还去找，我多了个心眼，备了个学生学英语的录音机，录下来他说的“饿死活该，别说饿死你一个，饿死100个谁管你，还你他妈饿死，对你这样人没有不对”，好多难听的话。这期间我去了劳动仲裁，他们说你是自愿的，你回去和领导商量上班。去了残联，残联给我们领导打电话，领导态度坚决不行，残联说，我们也没招，我们没有执法权。找了两年不行，就去省找，省里告知交回补偿金可以上班，我们单位领导很不情愿，问：你在哪个科室上班？都没有空位置，我又联系省里，省电话告诉我单位领导，让交补偿金回去上班。交补偿金是我和我的爱人去的，会计从办公桌里拿出我写的申请书说：按理说写了申请书就不能上班，我说；其他人也都写了，不都上班了吗？我爱人接过申请书说；交钱就没用了吧？，就撕了，这一下，会计急了，说你撕了传票，我不收你补偿金，你把它粘好给我，我爱人给粘好了，给了他，他却不收我的补偿金，领导跑到省书店，诬陷我们说我爱人态度恶劣、撕毁传票，经过与省书店研究，决定我不能上班。我们这个领导终于如愿以偿的剥夺了一个残疾职工的劳动权利，损害了残疾人的合法权益，使我这个残疾人雪上加霜。吉林省实施《中华人民共和国残疾人保障法》办法的第四章第36条：任何单位不得非法开除、辞退残疾职工或者解除与残疾职工签订的劳动合同。被开除后，这些年来，我年年找这事，都没有结果，又因残疾，生活艰难，没有起诉。请问律师，我爱人不懂财会规章，撕了申请书后，又粘上，单位开除我，合理吗？,本案中，用人单位与劳动者均应反思自己的行为。用人单位解除与劳动者的劳动合同，可能事出有因，但更可能涉嫌违法，也不近情理。劳动者“法治意识”有待加强，因为此案完全可以通过法律途径获得救济。对于此类案件，司法介入只会象征性地收取诉讼费，劳动者完全没有必要为维权成本问题担心。至于您所说“撕毁申请书”一节，单位尚未与劳动者一方建立劳动合同关系，何谈“开除”一事呢？,辞退解雇
兼职劳动纠纷——我在暑假期间找了一份兼职，谈工资的时候老板说是50元每天，只说了是发传单。实际工作之后我觉得工作量和工资不成正比，发传单要坐车去乡下发，下雨了就去小区里发，从早上一直到下午6点。我工作满一天之后便不想接着做下去了，便去像老板索要今天的工资，老板以我自行离职为理由不给我发工资。我们之间并未签订正式的劳动合同，请问有什么办法维权吗？,您与该老板之间已经形成的社会关系是“劳务关系”，而不是“劳动关系”。对于此种情形下劳务提供方的维权途径有多种选择。首先，可以向人民调解委员会申请调解，前提是该老板同意通过此种方式解决争议，否则人民调解委员会即无权介入此纠纷。其次，可以通过民事诉讼解决问题，前提是您需要能够举证证明您与该老板之间存在劳务关系，且曾约定了一日50元的报酬。,辞退解雇
这种劳动合同要求合法吗？——国家事业单位聘任人员，单位人为规定不得调离岗位，只能辞职，单位还要求缴纳违约金！合法？怎么处理?,你说的“聘任人员”，我理解你说的是有事业编制的签订聘用合同的人员。不得调离只能辞职没有依据；违约金要看约定，约定的内容不违反法律的禁止性规定，违约金条款是合法的。不同于劳动关系、劳动合同。,辞退解雇
被辞退申请赔偿——你好，入职单位未签订劳动合同，工作3个月用人单位以工作效率低给于辞退，这种情况可以申请用人单位赔偿嘛？,未签劳动合同，应当试为未约定试用期。解除事实劳动关系，单位应当有合法事由并经正当程序。如果确实不胜任工作，应当经调岗或培训后仍不胜任才可以解除，如果没有经过正当程序，直接辞退是不符合法律规定的。违法解除赔偿金相当于一个月工资（如果按单位合法解除个人主张一个月的代提前通知金也是一个月工资）；未签劳动合同再支付两个月工资，也就是说，除了正常结算的工资以外，还可以主张单位赔偿3个月的工资。但前提是能够证实这三个月的劳动关系的事实。建议和单位协商在一个月和三个月工资之间协商解决。,辞退解雇
单位不给缴纳社保，当事人该如何维权——学校工作二十多年未签到劳动合同，单位也未给缴纳社保，当事人申请劳动仲裁，劳动仲裁裁定单位应给当事人补缴社保，单位不服裁定起诉至法院，法院在经过开庭后以可能会引起不安定因素为由中止审理，当事人该如何维权，现在已经过去一年多时间了。,根据《中华人民共和国民事诉讼法》、《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》等法律、司法解释，此案不存在明确的中止诉讼的法定理由。另外，从您的叙述来判断，此案中用人单位存在明显的违法行为，全案应不存在过多争议。建议当事人依据《中华人民共和国民事诉讼法》第十四条，向人民检察院申请对该案件实行法律监督。,辞退解雇
辞职之后将离职时公司否认辞职事实——我这个月月初向公司提出辞职，扣除调休年假等假期原本将在月底离开，可是现在公司方面不承认曾接到我的辞职说要走还要再干一个月，可我明明已经向公司领导打了书面的辞职报考领导也口头同意了，如今不但矢口否认还以不发当月工资扣押劳动手册相威胁，请问该如何维权,首先，您需要收集、保存您曾提前一个月以书面形式提出了“辞职”，并得到了相关主管领导的口头通知的证据。根据双向选择以及有利于人才流动的原则，劳动者享有自由选择用工单位的权利，劳动者亦有权通过协商的方式与用人单位解除劳动合同。该用人单位的做法是在限制人才的合理流动，系违反我国劳动法、劳动合同法等法律的行为。您可以持前述证据就相关问题向当地劳动监察部门投诉。,辞退解雇
